player_id   email_address                                                                                                                                                                                                                                                    credit_card_type          credit_card_number
661         2           loss        671.40                                  -1169.330
661         3           loss        918.76                                  -2088.090
661         4           gain        1002.28                                 -1085.810
661         5           gain        144.56                                  -941.250
661         6           loss        372.64                                  -1313.890
661         7           gain        600.73                                  -713.160
662         1           loss        931.61                                  -931.610
662         2           gain        414.41                                  -517.200
662         3           gain        568.60                                  51.400
662         4           gain        106.01                                  157.410
662         5           gain        93.16                                   250.570
662         6           gain        144.56                                  395.130
662         7           gain        787.05                                  1182.180
662         8           gain        642.49                                  1824.670
662         9           loss        713.16                                  1111.510
662         10          gain        475.44                                  1586.950
663         1           gain        199.17                                  199.170
663         2           gain        199.17                                  398.340
663         3           loss        83.52                                   314.820
663         4           gain        774.20                                  1089.020
663         5           loss        838.45                                  250.570
664         1           loss        424.04                                  -424.040
664         2           gain        301.97                                  -122.070
665         1           loss        321.24                                  -321.240
665         2           loss        745.29                                  -1066.530
665         3           loss        838.45                                  -1904.980
665         4           loss        684.25                                  -2589.230
665         5           gain        1011.92                                 -1577.310
665         6           loss        269.85                                  -1847.160
665         7           gain        815.96                                  -1031.200
665         8           gain        735.65                                  -295.550
665         9           gain        684.25                                  388.700
666         1           loss        279.48                                  -279.480
666         2           loss        456.17                                  -735.650
666         3           gain        899.48                                  163.830
666         4           loss        713.16                                  -549.330
666         5           gain        983.01                                  433.680
666         6           loss        157.41                                  276.270
666         7           gain        382.28                                  658.550
667         1           gain        745.29                                  745.290
667         2           gain        703.53                                  1448.820
667         3           loss        125.29                                  1323.530
667         4           loss        591.09                                  732.440
667         5           gain        115.65                                  848.090
667         6           loss        970.16                                  -122.070
667         7           gain        22.49                                   -99.580
667         8           gain        414.41                                  314.830
667         9           loss        32.12                                   282.710
668         1           gain        208.81                                  208.810
668         2           loss        889.85                                  -681.040
668         3           loss        424.04                                  -1105.080
668         4           gain        1024.77                                 -80.310
669         1           gain        693.89                                  693.890
669         2           loss        693.89                                  0.000
670         1           gain        857.72                                  857.720
670         2           loss        330.88                                  526.840
670         3           loss        93.16                                   433.680
670         4           gain        237.72                                  671.400
670         5           gain        703.53                                  1374.930
670         6           loss        1024.77                                 350.160
670         7           gain        889.85                                  1240.010
670         8           loss        703.53                                  536.480
670         9           gain        93.16                                   629.640
671         1           loss        228.08                                  -228.080
672         1           gain        279.48                                  279.480
672         2           gain        517.20                                  796.680
672         3           gain        125.29                                  921.970
672         4           loss        671.40                                  250.570
672         5           loss        549.33                                  -298.760
673         1           loss        693.89                                  -693.890
673         2           gain        414.41                                  -279.480
673         3           gain        497.93                                  218.450
673         4           loss        497.93                                  -279.480
673         5           gain        475.44                                  195.960
673         6           loss        652.13                                  -456.170
674         1           loss        838.45                                  -838.450
674         2           loss        353.37                                  -1191.820
674         3           loss        880.21                                  -2072.030
674         4           gain        880.21                                  -1191.820
674         5           loss        857.72                                  -2049.540
674         6           loss        549.33                                  -2598.870
674         7           gain        857.72                                  -1741.150
674         8           gain        446.53                                  -1294.620
675         1           loss        806.32                                  -806.320
676         1           gain        32.12                                   32.120
676         2           gain        93.16                                   125.280
676         3           loss        73.89                                   51.390
676         4           gain        857.72                                  909.110
676         5           gain        549.33                                  1458.440
676         6           gain        735.65                                  2194.090
676         7           loss        931.61                                  1262.480
676         8           gain        620.00                                  1882.480
677         1           loss        578.24                                  -578.240
678         1           gain        983.01                                  983.010
678         2           loss        1002.28                                 -19.270
678         3           loss        134.92                                  -154.190
678         4           loss        764.56                                  -918.750
678         5           gain        115.65                                  -803.100
678         6           loss        485.08                                  -1288.180
678         7           gain        167.05                                  -1121.130
679         1           gain        414.41                                  414.410
679         2           gain        539.69                                  954.100
679         3           loss        456.17                                  497.930
679         4           gain        414.41                                  912.340
679         5           loss        176.68                                  735.660
679         6           loss        684.25                                  51.410
679         7           gain        825.60                                  877.010
679         8           loss        713.16                                  163.850
679         9           gain        745.29                                  909.140
680         1           loss        125.29                                  -125.290
680         2           gain        497.93                                  372.640
681         1           gain        610.36                                  610.360
681         2           gain        918.76                                  1529.120
681         3           gain        83.52                                   1612.640
681         4           gain        269.85                                  1882.490
681         5           gain        960.52                                  2843.010
681         6           gain        722.80                                  3565.810
681         7           loss        774.20                                  2791.610
681         8           gain        125.29                                  2916.900
681         9           loss        446.53                                  2470.370
681         10          gain        568.60                                  3038.970
682         1           gain        950.88                                  950.880
682         2           loss        404.77                                  546.110
682         3           loss        301.97                                  244.140
682         4           gain        992.64                                  1236.780
682         5           gain        1034.41                                 2271.190
683         1           loss        395.13                                  -395.130
684         1           loss        857.72                                  -857.720
684         2           loss        806.32                                  -1664.040
684         3           loss        64.25                                   -1728.290
684         4           gain        363.01                                  -1365.280
684         5           gain        237.72                                  -1127.560
684         6           gain        176.68                                  -950.880
684         7           gain        289.12                                  -661.760
684         8           loss        134.92                                  -796.680
684         9           loss        382.28                                  -1178.960
685         1           loss        54.61                                   -54.610
685         2           gain        22.49                                   -32.120
685         3           loss        745.29                                  -777.410
685         4           gain        815.96                                  38.550
685         5           loss        32.12                                   6.430
685         6           gain        806.32                                  812.750
685         7           gain        754.92                                  1567.670
685         8           gain        465.80                                  2033.470
685         9           gain        32.12                                   2065.590
686         1           loss        414.41                                  -414.410
687         1           loss        610.36                                  -610.360
687         2           gain        176.68                                  -433.680
688         1           loss        568.60                                  -568.600
688         2           loss        960.52                                  -1529.120
688         3           loss        950.88                                  -2480.000
688         4           gain        764.56                                  -1715.440
688         5           loss        722.80                                  -2438.240
688         6           loss        321.24                                  -2759.480
688         7           loss        83.52                                   -2843.000
688         8           loss        848.09                                  -3691.090
688         9           gain        1011.92                                 -2679.170
689         1           gain        591.09                                  591.090
689         2           loss        610.36                                  -19.270
689         3           loss        848.09                                  -867.360
689         4           loss        735.65                                  -1603.010
689         5           gain        857.72                                  -745.290
689         6           gain        372.64                                  -372.650
689         7           loss        517.20                                  -889.850
689         8           gain        620.00                                  -269.850
690         1           gain        83.52                                   83.520
691         1           gain        735.65                                  735.650
691         2           loss        456.17                                  279.480
691         3           gain        568.60                                  848.080
691         4           loss        629.64                                  218.440
691         5           loss        867.36                                  -648.920
692         1           loss        517.20                                  -517.200
692         2           loss        176.68                                  -693.880
692         3           gain        73.89                                   -619.990
692         4           loss        22.49                                   -642.480
692         5           gain        186.32                                  -456.160
692         6           loss        497.93                                  -954.090
692         7           loss        208.81                                  -1162.900
692         8           loss        549.33                                  -1712.230
692         9           gain        983.01                                  -729.220
693         1           gain        652.13                                  652.130
693         2           gain        279.48                                  931.610
693         3           gain        539.69                                  1471.300
694         1           loss        867.36                                  -867.360
694         2           gain        918.76                                  51.400
694         3           loss        353.37                                  -301.970
694         4           loss        330.88                                  -632.850
694         5           loss        703.53                                  -1336.380
694         6           loss        93.16                                   -1429.540
694         7           gain        54.61                                   -1374.930
695         1           gain        693.89                                  693.890
695         2           loss        485.08                                  208.810
695         3           gain        558.97                                  767.780
695         4           gain        186.32                                  954.100
696         1           loss        558.97                                  -558.970
696         2           gain        446.53                                  -112.440
696         3           gain        228.08                                  115.640
696         4           loss        144.56                                  -28.920
697         1           loss        228.08                                  -228.080
697         2           loss        157.41                                  -385.490
697         3           loss        549.33                                  -934.820
697         4           gain        414.41                                  -520.410
697         5           loss        64.25                                   -584.660
697         6           gain        279.48                                  -305.180
697         7           gain        176.68                                  -128.500
698         1           loss        825.60                                  -825.600
698         2           loss        176.68                                  -1002.280
698         3           gain        754.92                                  -247.360
698         4           gain        796.69                                  549.330
698         5           gain        526.84                                  1076.170
699         1           loss        899.48                                  -899.480
699         2           gain        228.08                                  -671.400
699         3           gain        610.36                                  -61.040
699         4           gain        22.49                                   -38.550
699         5           loss        764.56                                  -803.110
699         6           loss        485.08                                  -1288.190
699         7           gain        558.97                                  -729.220
699         8           gain        983.01                                  253.790
699         9           loss        176.68                                  77.110
699         10          gain        600.73                                  677.840
700         1           gain        899.48                                  899.480
700         2           gain        992.64                                  1892.120
700         3           gain        144.56                                  2036.680
701         1           loss        918.76                                  -918.760
701         2           loss        970.16                                  -1888.920
702         1           loss        301.97                                  -301.970
702         2           loss        671.40                                  -973.370
702         3           gain        825.60                                  -147.770
702         4           gain        208.81                                  61.040
702         5           gain        713.16                                  774.200
702         6           loss        363.01                                  411.190
703         1           gain        796.69                                  796.690
703         2           loss        382.28                                  414.410
703         3           gain        424.04                                  838.450
703         4           gain        774.20                                  1612.650
703         5           loss        899.48                                  713.170
703         6           loss        237.72                                  475.450
703         7           gain        857.72                                  1333.170
703         8           gain        629.64                                  1962.810
704         1           gain        558.97                                  558.970
704         2           loss        787.05                                  -228.080
704         3           gain        899.48                                  671.400
704         4           gain        558.97                                  1230.370
704         5           gain        983.01                                  2213.380
704         6           loss        167.05                                  2046.330
704         7           gain        218.45                                  2264.780
704         8           loss        446.53                                  1818.250
704         9           gain        446.53                                  2264.780
705         1           loss        330.88                                  -330.880
705         2           loss        12.85                                   -343.730
705         3           loss        289.12                                  -632.850
705         4           gain        497.93                                  -134.920
705         5           gain        54.61                                   -80.310
706         1           loss        806.32                                  -806.320
706         2           loss        796.69                                  -1603.010
706         3           gain        497.93                                  -1105.080
706         4           loss        931.61                                  -2036.690
706         5           loss        610.36                                  -2647.050
706         6           loss        446.53                                  -3093.580
707         1           loss        353.37                                  -353.370
707         2           gain        909.12                                  555.750
707         3           loss        1034.41                                 -478.660
707         4           gain        825.60                                  346.940
707         5           loss        475.44                                  -128.500
707         6           gain        507.57                                  379.070
707         7           gain        404.77                                  783.840
708         1           loss        1002.28                                 -1002.280
708         2           loss        764.56                                  -1766.840
708         3           loss        661.76                                  -2428.600
708         4           loss        507.57                                  -2936.170
708         5           loss        64.25                                   -3000.420
708         6           gain        825.60                                  -2174.820
708         7           gain        64.25                                   -2110.570
708         8           gain        250.57                                  -1860.000
708         9           gain        134.92                                  -1725.080
709         1           gain        507.57                                  507.570
709         2           gain        424.04                                  931.610
709         3           gain        115.65                                  1047.260
709         4           loss        321.24                                  726.020
709         5           gain        83.52                                   809.540
709         6           loss        475.44                                  334.100
709         7           loss        83.52                                   250.580
709         8           gain        93.16                                   343.740
709         9           loss        970.16                                  -626.420
709         10          loss        703.53                                  -1329.950
710         1           gain        199.17                                  199.170
710         2           gain        260.21                                  459.380
710         3           loss        931.61                                  -472.230
711         1           loss        446.53                                  -446.530
711         2           gain        838.45                                  391.920
711         3           gain        301.97                                  693.890
711         4           loss        260.21                                  433.680
711         5           loss        539.69                                  -106.010
711         6           gain        578.24                                  472.230
711         7           gain        208.81                                  681.040
712         1           gain        395.13                                  395.130
712         2           loss        167.05                                  228.080
712         3           gain        343.73                                  571.810
712         4           loss        64.25                                   507.560
712         5           loss        199.17                                  308.390
712         6           gain        507.57                                  815.960
712         7           gain        465.80                                  1281.760
712         8           loss        404.77                                  876.990
712         9           gain        41.76                                   918.750
713         1           gain        446.53                                  446.530
713         2           loss        228.08                                  218.450
713         3           gain        774.20                                  992.650
713         4           gain        652.13                                  1644.780
713         5           loss        311.61                                  1333.170
713         6           gain        12.85                                   1346.020
713         7           gain        671.40                                  2017.420
714         1           loss        353.37                                  -353.370
714         2           loss        353.37                                  -706.740
714         3           gain        918.76                                  212.020
714         4           gain        950.88                                  1162.900
714         5           loss        404.77                                  758.130
714         6           loss        610.36                                  147.770
714         7           gain        671.40                                  819.170
714         8           gain        558.97                                  1378.140
715         1           gain        899.48                                  899.480
716         1           loss        353.37                                  -353.370
716         2           loss        115.65                                  -469.020
716         3           loss        899.48                                  -1368.500
716         4           loss        568.60                                  -1937.100
717         1           gain        433.68                                  433.680
717         2           gain        703.53                                  1137.210
717         3           gain        703.53                                  1840.740
717         4           gain        433.68                                  2274.420
717         5           loss        260.21                                  2014.210
718         1           loss        433.68                                  -433.680
718         2           gain        260.21                                  -173.470
718         3           loss        343.73                                  -517.200
718         4           loss        838.45                                  -1355.650
718         5           loss        176.68                                  -1532.330
718         6           gain        485.08                                  -1047.250
719         1           gain        237.72                                  237.720
719         2           loss        414.41                                  -176.690
720         1           loss        642.49                                  -642.490
720         2           loss        983.01                                  -1625.500
720         3           loss        83.52                                   -1709.020
720         4           gain        228.08                                  -1480.940
720         5           loss        867.36                                  -2348.300
721         1           loss        237.72                                  -237.720
721         2           gain        83.52                                   -154.200
721         3           loss        54.61                                   -208.810
721         4           loss        144.56                                  -353.370
721         5           gain        539.69                                  186.320
721         6           loss        909.12                                  -722.800
721         7           gain        889.85                                  167.050
721         8           gain        186.32                                  353.370
721         9           loss        806.32                                  -452.950
721         10          gain        41.76                                   -411.190
722         1           loss        237.72                                  -237.720
722         2           loss        642.49                                  -880.210
722         3           loss        591.09                                  -1471.300
722         4           gain        774.20                                  -697.100
722         5           loss        343.73                                  -1040.830
722         6           gain        363.01                                  -677.820
722         7           gain        661.76                                  -16.060
722         8           gain        115.65                                  99.590
722         9           gain        867.36                                  966.950
722         10          loss        343.73                                  623.220
723         1           loss        382.28                                  -382.280
723         2           loss        475.44                                  -857.720
723         3           gain        950.88                                  93.160
723         4           gain        497.93                                  591.090
723         5           gain        134.92                                  726.010
723         6           gain        754.92                                  1480.930
723         7           gain        465.80                                  1946.730
723         8           loss        497.93                                  1448.800
723         9           loss        941.25                                  507.550
723         10          gain        754.92                                  1262.470
724         1           gain        899.48                                  899.480
724         2           loss        539.69                                  359.790
724         3           gain        838.45                                  1198.240
724         4           gain        642.49                                  1840.730
724         5           gain        237.72                                  2078.450
724         6           loss        517.20                                  1561.250
724         7           loss        549.33                                  1011.920
724         8           gain        363.01                                  1374.930
725         1           gain        796.69                                  796.690
726         1           gain        848.09                                  848.090
726         2           gain        115.65                                  963.740
726         3           loss        620.00                                  343.740
726         4           gain        269.85                                  613.590
727         1           loss        353.37                                  -353.370
727         2           loss        22.49                                   -375.860
727         3           gain        918.76                                  542.900
727         4           gain        591.09                                  1133.990
728         1           loss        1034.41                                 -1034.410
728         2           gain        568.60                                  -465.810
728         3           gain        199.17                                  -266.640
728         4           loss        446.53                                  -713.170
728         5           gain        507.57                                  -205.600
728         6           gain        671.40                                  465.800
728         7           gain        144.56                                  610.360
728         8           loss        279.48                                  330.880
728         9           gain        735.65                                  1066.530
729         1           loss        311.61                                  -311.610
729         2           gain        610.36                                  298.750
729         3           gain        260.21                                  558.960
729         4           loss        260.21                                  298.750
729         5           gain        475.44                                  774.190
729         6           loss        125.29                                  648.900
729         7           loss        321.24                                  327.660
729         8           gain        395.13                                  722.790
729         9           loss        713.16                                  9.630
730         1           gain        539.69                                  539.690
730         2           gain        382.28                                  921.970
730         3           loss        745.29                                  176.680
730         4           gain        395.13                                  571.810
730         5           loss        176.68                                  395.130
730         6           loss        465.80                                  -70.670
730         7           gain        671.40                                  600.730
730         8           gain        642.49                                  1243.220
730         9           loss        22.49                                   1220.730
730         10          gain        321.24                                  1541.970
731         1           gain        941.25                                  941.250
731         2           gain        321.24                                  1262.490
731         3           loss        661.76                                  600.730
731         4           gain        311.61                                  912.340
731         5           gain        446.53                                  1358.870
732         1           gain        539.69                                  539.690
732         2           gain        629.64                                  1169.330
733         1           gain        642.49                                  642.490
733         2           loss        372.64                                  269.850
734         1           gain        558.97                                  558.970
734         2           loss        703.53                                  -144.560
734         3           loss        144.56                                  -289.120
734         4           gain        848.09                                  558.970
734         5           gain        899.48                                  1458.450
734         6           gain        167.05                                  1625.500
735         1           loss        115.65                                  -115.650
735         2           loss        578.24                                  -693.890
735         3           gain        880.21                                  186.320
735         4           gain        941.25                                  1127.570
735         5           gain        395.13                                  1522.700
735         6           loss        301.97                                  1220.730
735         7           gain        115.65                                  1336.380
735         8           loss        54.61                                   1281.770
735         9           loss        433.68                                  848.090
736         1           loss        899.48                                  -899.480
736         2           gain        857.72                                  -41.760
736         3           loss        372.64                                  -414.400
736         4           loss        424.04                                  -838.440
736         5           gain        157.41                                  -681.030
737         1           gain        157.41                                  157.410
737         2           gain        1024.77                                 1182.180
738         1           loss        208.81                                  -208.810
738         2           gain        507.57                                  298.760
738         3           gain        796.69                                  1095.450
738         4           gain        475.44                                  1570.890
738         5           loss        591.09                                  979.800
738         6           loss        343.73                                  636.070
738         7           loss        311.61                                  324.460
738         8           loss        983.01                                  -658.550
738         9           loss        671.40                                  -1329.950
739         1           loss        372.64                                  -372.640
739         2           loss        363.01                                  -735.650
739         3           loss        661.76                                  -1397.410
739         4           loss        642.49                                  -2039.900
739         5           loss        237.72                                  -2277.620
739         6           loss        1034.41                                 -3312.030
739         7           gain        838.45                                  -2473.580
739         8           loss        661.76                                  -3135.340
739         9           gain        754.92                                  -2380.420
739         10          gain        1034.41                                 -1346.010
740         1           loss        671.40                                  -671.400
740         2           gain        167.05                                  -504.350
740         3           gain        115.65                                  -388.700
741         1           gain        93.16                                   93.160
741         2           loss        909.12                                  -815.960
741         3           gain        1024.77                                 208.810
741         4           loss        199.17                                  9.640
741         5           gain        1011.92                                 1021.560
741         6           gain        796.69                                  1818.250
741         7           loss        909.12                                  909.130
741         8           loss        83.52                                   825.610
741         9           gain        382.28                                  1207.890
741         10          gain        353.37                                  1561.260
742         1           gain        539.69                                  539.690
742         2           loss        517.20                                  22.490
742         3           loss        218.45                                  -195.960
742         4           loss        41.76                                   -237.720
742         5           loss        144.56                                  -382.280
742         6           loss        1011.92                                 -1394.200
742         7           loss        199.17                                  -1593.370
742         8           gain        167.05                                  -1426.320
742         9           loss        144.56                                  -1570.880
743         1           gain        330.88                                  330.880
743         2           gain        289.12                                  620.000
743         3           loss        960.52                                  -340.520
743         4           loss        395.13                                  -735.650
743         5           loss        382.28                                  -1117.930
743         6           loss        237.72                                  -1355.650
743         7           gain        395.13                                  -960.520
743         8           loss        289.12                                  -1249.640
743         9           gain        825.60                                  -424.040
743         10          gain        1011.92                                 587.880
744         1           loss        909.12                                  -909.120
744         2           loss        693.89                                  -1603.010
744         3           gain        909.12                                  -693.890
744         4           gain        353.37                                  -340.520
744         5           loss        353.37                                  -693.890
745         1           loss        931.61                                  -931.610
745         2           gain        353.37                                  -578.240
745         3           loss        93.16                                   -671.400
745         4           loss        889.85                                  -1561.250
746         1           loss        848.09                                  -848.090
747         1           gain        93.16                                   93.160
747         2           loss        41.76                                   51.400
747         3           gain        456.17                                  507.570
748         1           loss        321.24                                  -321.240
748         2           loss        629.64                                  -950.880
748         3           gain        167.05                                  -783.830
748         4           loss        144.56                                  -928.390
748         5           gain        970.16                                  41.770
749         1           loss        909.12                                  -909.120
749         2           gain        693.89                                  -215.230
749         3           gain        93.16                                   -122.070
749         4           gain        1034.41                                 912.340
749         5           gain        796.69                                  1709.030
749         6           loss        32.12                                   1676.910
749         7           gain        578.24                                  2255.150
749         8           gain        64.25                                   2319.400
